periodname,city,age,career,surveyed,tested positive,tested negative,treatment eligible,treatment
21-Jan,Washington D.C.,40-44yrs,farmer,,,,,
21-Jan,Washington D.C.,40-44yrs,epidemiologist,,,,,
20-Dec,Baltimore,40-44yrs,surgeon,,,,,
20-Dec,Baltimore,40-44yrs,pilot,,,,,
20-Dec,Baltimore,40-44yrs,farmer,,,,,
20-Dec,Baltimore,40-44yrs,epidemiologist,,,,,
20-Dec,Boston,40-44yrs,astronaut,,,,,
20-Dec,Boston,40-44yrs,pilot,,,,,
20-Dec,Boston,40-44yrs,farmer,,,,,
20-Dec,Boston,40-44yrs,epidemiologist,,,,,
20-Dec,Chicago,40-44yrs,pilot,,,,,
20-Dec,Chicago,40-44yrs,farmer,,,,,
20-Dec,London,40-44yrs,surgeon,,,,,
20-Dec,London,40-44yrs,astronaut,,,,,
20-Dec,London,40-44yrs,pilot,,,,,
20-Dec,London,40-44yrs,farmer,,,,,
20-Dec,London,40-44yrs,epidemiologist,,,,,
20-Dec,New York,40-44yrs,surgeon,,,,,
20-Dec,New York,40-44yrs,pilot,,,,,
20-Dec,New York,40-44yrs,farmer,,,,,
20-Dec,New York,40-44yrs,epidemiologist,,,,,
20-Dec,Philadelphia,40-44yrs,surgeon,,,,,
20-Dec,Philadelphia,40-44yrs,pilot,,,,,
20-Dec,Philadelphia,40-44yrs,farmer,,,,1,
20-Dec,Philadelphia,40-44yrs,epidemiologist,,,,,
20-Dec,Tokyo,40-44yrs,pilot,,,,,
20-Dec,Tokyo,40-44yrs,farmer,,,,,
20-Dec,Tokyo,40-44yrs,epidemiologist,,,,,
20-Dec,Washington D.C.,40-44yrs,surgeon,,,,,
20-Dec,Washington D.C.,40-44yrs,astronaut,,,,,
20-Dec,Washington D.C.,40-44yrs,pilot,,,,,
20-Dec,Washington D.C.,40-44yrs,farmer,,,,,
20-Dec,Washington D.C.,40-44yrs,epidemiologist,,,,,
20-Nov,Baltimore,40-44yrs,surgeon,,,,,
20-Nov,Baltimore,40-44yrs,astronaut,,,,,
20-Nov,Baltimore,40-44yrs,pilot,,,,,
20-Nov,Baltimore,40-44yrs,farmer,,,,,
20-Nov,Baltimore,40-44yrs,epidemiologist,,,,,
20-Nov,Boston,40-44yrs,pilot,,,,,
20-Nov,Boston,40-44yrs,farmer,,,,,
20-Nov,Boston,40-44yrs,epidemiologist,,,,,
20-Nov,Chicago,40-44yrs,pilot,,,,,
20-Nov,Chicago,40-44yrs,farmer,,,,,
20-Nov,Chicago,40-44yrs,epidemiologist,,,,,
20-Nov,London,40-44yrs,pilot,,,,,
20-Nov,London,40-44yrs,farmer,,,,,
20-Nov,London,40-44yrs,epidemiologist,,,,,
20-Nov,New York,40-44yrs,surgeon,,,,,
20-Nov,New York,40-44yrs,pilot,,,,,
20-Nov,New York,40-44yrs,farmer,,,,,
20-Nov,New York,40-44yrs,epidemiologist,,,,,
20-Nov,Philadelphia,40-44yrs,surgeon,,,,,
20-Nov,Philadelphia,40-44yrs,pilot,,,,,
20-Nov,Philadelphia,40-44yrs,epidemiologist,,,,,
20-Nov,Tokyo,40-44yrs,pilot,,,,,
20-Nov,Tokyo,40-44yrs,farmer,,,,,
20-Nov,Tokyo,40-44yrs,epidemiologist,,,,,
20-Nov,Washington D.C.,40-44yrs,surgeon,,,,,
20-Nov,Washington D.C.,40-44yrs,pilot,,,,,
20-Nov,Washington D.C.,40-44yrs,farmer,,,,,
20-Nov,Washington D.C.,40-44yrs,epidemiologist,,,,,
20-Oct,Baltimore,40-44yrs,surgeon,,,,,
20-Oct,Baltimore,40-44yrs,pilot,,,,,
20-Oct,Baltimore,40-44yrs,farmer,,,,,
20-Oct,Baltimore,40-44yrs,epidemiologist,,,,,
20-Oct,Boston,40-44yrs,surgeon,,,,,
20-Oct,Boston,40-44yrs,astronaut,,,,,
20-Oct,Boston,40-44yrs,pilot,,,,,
20-Oct,Boston,40-44yrs,farmer,,,,,
20-Oct,Boston,40-44yrs,epidemiologist,,,,,
20-Oct,Chicago,40-44yrs,pilot,,,,,
20-Oct,Chicago,40-44yrs,farmer,,,,,
20-Oct,Chicago,40-44yrs,epidemiologist,,,,,
20-Oct,London,40-44yrs,surgeon,,,,,
20-Oct,London,40-44yrs,astronaut,,,,,
20-Oct,London,40-44yrs,pilot,,,,,
20-Oct,London,40-44yrs,farmer,,,,,
20-Oct,London,40-44yrs,epidemiologist,,,,,
20-Oct,New York,40-44yrs,surgeon,,,,,
20-Oct,New York,40-44yrs,pilot,,,,,
20-Oct,New York,40-44yrs,farmer,,,,,
20-Oct,New York,40-44yrs,epidemiologist,,,,,
20-Oct,Philadelphia,40-44yrs,surgeon,,,,,
20-Oct,Philadelphia,40-44yrs,pilot,,,,,
20-Oct,Philadelphia,40-44yrs,epidemiologist,,,,,
20-Oct,Tokyo,40-44yrs,surgeon,,,,,
20-Oct,Tokyo,40-44yrs,pilot,,,,,
20-Oct,Tokyo,40-44yrs,farmer,,,,,
20-Oct,Tokyo,40-44yrs,epidemiologist,,,,,
20-Oct,Washington D.C.,40-44yrs,surgeon,,,,,
20-Oct,Washington D.C.,40-44yrs,astronaut,,,,,
20-Oct,Washington D.C.,40-44yrs,pilot,,,,,
20-Oct,Washington D.C.,40-44yrs,farmer,,,,,
20-Oct,Washington D.C.,40-44yrs,epidemiologist,,,,,
21-Sep,Baltimore,45-49yrs,surgeon,,,,,
21-Sep,Baltimore,45-49yrs,astronaut,,,,,
21-Sep,Baltimore,45-49yrs,pilot,,,,,
21-Sep,Baltimore,45-49yrs,farmer,,,,,
21-Sep,Baltimore,45-49yrs,epidemiologist,,,,,
21-Sep,Boston,45-49yrs,surgeon,,,,,
21-Sep,Boston,45-49yrs,astronaut,,,,,
21-Sep,Boston,45-49yrs,pilot,,,,,
21-Sep,Boston,45-49yrs,farmer,,,,,
21-Sep,Boston,45-49yrs,epidemiologist,,,,,
21-Sep,Chicago,45-49yrs,surgeon,,,,,
21-Sep,Chicago,45-49yrs,astronaut,,,,,
21-Sep,Chicago,45-49yrs,pilot,,,,,
21-Sep,Chicago,45-49yrs,farmer,,,,,
21-Sep,Chicago,45-49yrs,epidemiologist,,,,,
21-Sep,London,45-49yrs,surgeon,,,,,
21-Sep,London,45-49yrs,astronaut,,,,,
21-Sep,London,45-49yrs,pilot,,,,,
21-Sep,London,45-49yrs,farmer,,,,,
21-Sep,London,45-49yrs,epidemiologist,,,,,
21-Sep,New York,45-49yrs,surgeon,,,,,
21-Sep,New York,45-49yrs,astronaut,,,,,
21-Sep,New York,45-49yrs,pilot,,,,,
21-Sep,New York,45-49yrs,farmer,,,,,
21-Sep,New York,45-49yrs,epidemiologist,,,,,
21-Sep,Philadelphia,45-49yrs,surgeon,,,,,
21-Sep,Philadelphia,45-49yrs,astronaut,,,,,
21-Sep,Philadelphia,45-49yrs,pilot,,,,,
21-Sep,Philadelphia,45-49yrs,farmer,,,,,
21-Sep,Philadelphia,45-49yrs,epidemiologist,,,,,
21-Sep,Tokyo,45-49yrs,surgeon,,,,,
21-Sep,Tokyo,45-49yrs,astronaut,,,,,
21-Sep,Tokyo,45-49yrs,pilot,,,,,
21-Sep,Tokyo,45-49yrs,farmer,,,,,
21-Sep,Tokyo,45-49yrs,epidemiologist,,,,,
21-Sep,Washington D.C.,45-49yrs,surgeon,,,,,
21-Sep,Washington D.C.,45-49yrs,astronaut,,,,,
21-Sep,Washington D.C.,45-49yrs,pilot,,,,,
21-Sep,Washington D.C.,45-49yrs,farmer,,,,,
21-Sep,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-Aug,Baltimore,45-49yrs,surgeon,,,,,
21-Aug,Baltimore,45-49yrs,astronaut,,,,,
21-Aug,Baltimore,45-49yrs,pilot,,,,,
21-Aug,Baltimore,45-49yrs,farmer,,,,,
21-Aug,Baltimore,45-49yrs,epidemiologist,,,,,
21-Aug,Boston,45-49yrs,surgeon,,,,,
21-Aug,Boston,45-49yrs,astronaut,,,,,
21-Aug,Boston,45-49yrs,pilot,,,,,
21-Aug,Boston,45-49yrs,farmer,,,,,
21-Aug,Boston,45-49yrs,epidemiologist,,,,,
21-Aug,Chicago,45-49yrs,surgeon,,,,,
21-Aug,Chicago,45-49yrs,astronaut,,,,,
21-Aug,Chicago,45-49yrs,pilot,,,,,
21-Aug,Chicago,45-49yrs,farmer,,,,,
21-Aug,Chicago,45-49yrs,epidemiologist,,,,,
21-Aug,London,45-49yrs,surgeon,,,,,
21-Aug,London,45-49yrs,astronaut,,,,,
21-Aug,London,45-49yrs,pilot,,,,,
21-Aug,London,45-49yrs,farmer,,,,,
21-Aug,London,45-49yrs,epidemiologist,,,,,
21-Aug,New York,45-49yrs,surgeon,,,,,
21-Aug,New York,45-49yrs,astronaut,,,,,
21-Aug,New York,45-49yrs,pilot,,,,,
21-Aug,New York,45-49yrs,farmer,,,,,
21-Aug,New York,45-49yrs,epidemiologist,,,,,
21-Aug,Philadelphia,45-49yrs,surgeon,,,,,
21-Aug,Philadelphia,45-49yrs,astronaut,,,,,
21-Aug,Philadelphia,45-49yrs,pilot,,,,,
21-Aug,Philadelphia,45-49yrs,farmer,,,,,
21-Aug,Philadelphia,45-49yrs,epidemiologist,,,,,
21-Aug,Tokyo,45-49yrs,surgeon,,,,,
21-Aug,Tokyo,45-49yrs,pilot,,,,,
21-Aug,Tokyo,45-49yrs,farmer,,,,,
21-Aug,Tokyo,45-49yrs,epidemiologist,,,,,
21-Aug,Washington D.C.,45-49yrs,surgeon,,,,,
21-Aug,Washington D.C.,45-49yrs,astronaut,,,,,
21-Aug,Washington D.C.,45-49yrs,pilot,,,,,
21-Aug,Washington D.C.,45-49yrs,farmer,,,,,
21-Aug,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-Jul,Baltimore,45-49yrs,surgeon,,,,,
21-Jul,Baltimore,45-49yrs,pilot,,,,,
21-Jul,Baltimore,45-49yrs,farmer,,,,,
21-Jul,Baltimore,45-49yrs,epidemiologist,,,,,
21-Jul,Boston,45-49yrs,astronaut,,,,,
21-Jul,Boston,45-49yrs,pilot,,,,,
21-Jul,Boston,45-49yrs,farmer,,,,,
21-Jul,Boston,45-49yrs,epidemiologist,,,,,
21-Jul,Chicago,45-49yrs,surgeon,,,,,
21-Jul,Chicago,45-49yrs,astronaut,,,,,
21-Jul,Chicago,45-49yrs,pilot,,,,,
21-Jul,Chicago,45-49yrs,farmer,,,,,
21-Jul,Chicago,45-49yrs,epidemiologist,,,,,
21-Jul,London,45-49yrs,surgeon,,,,,
21-Jul,London,45-49yrs,astronaut,,,,,
21-Jul,London,45-49yrs,pilot,,,,,
21-Jul,London,45-49yrs,farmer,,,,,
21-Jul,London,45-49yrs,epidemiologist,,,,,
21-Jul,New York,45-49yrs,surgeon,,,,,
21-Jul,New York,45-49yrs,astronaut,,,,,
21-Jul,New York,45-49yrs,pilot,,,,,
21-Jul,New York,45-49yrs,farmer,,,,,
21-Jul,New York,45-49yrs,epidemiologist,,,,,
21-Jul,Philadelphia,45-49yrs,surgeon,,,,,
21-Jul,Philadelphia,45-49yrs,pilot,,,,,
21-Jul,Philadelphia,45-49yrs,farmer,,,,,
21-Jul,Philadelphia,45-49yrs,epidemiologist,,,,,
21-Jul,Tokyo,45-49yrs,pilot,,,,,
21-Jul,Tokyo,45-49yrs,farmer,,,,,
21-Jul,Tokyo,45-49yrs,epidemiologist,,,,,
21-Jul,Washington D.C.,45-49yrs,surgeon,,,,,
21-Jul,Washington D.C.,45-49yrs,astronaut,,,,,
21-Jul,Washington D.C.,45-49yrs,pilot,,,,,
21-Jul,Washington D.C.,45-49yrs,farmer,,,,,
21-Jul,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-Jun,Baltimore,45-49yrs,surgeon,,,,,
21-Jun,Baltimore,45-49yrs,astronaut,,,,,
21-Jun,Baltimore,45-49yrs,pilot,,,,,
21-Jun,Baltimore,45-49yrs,farmer,,,,,
21-Jun,Baltimore,45-49yrs,epidemiologist,,,,,
21-Jun,Boston,45-49yrs,surgeon,,,,,
21-Jun,Boston,45-49yrs,pilot,,,,,
21-Jun,Boston,45-49yrs,farmer,,,,,
21-Jun,Boston,45-49yrs,epidemiologist,,,,,
21-Jun,Chicago,45-49yrs,pilot,,,,,
21-Jun,Chicago,45-49yrs,farmer,,,,,
21-Jun,Chicago,45-49yrs,epidemiologist,,,,,
21-Jun,London,45-49yrs,surgeon,,,,,
21-Jun,London,45-49yrs,astronaut,,,,,
21-Jun,London,45-49yrs,pilot,,,,,
21-Jun,London,45-49yrs,farmer,,,,,
21-Jun,London,45-49yrs,epidemiologist,,,,,
21-Jun,New York,45-49yrs,surgeon,,,,,
21-Jun,New York,45-49yrs,astronaut,,,,,
21-Jun,New York,45-49yrs,pilot,,,,,
21-Jun,New York,45-49yrs,farmer,,,,,
21-Jun,New York,45-49yrs,epidemiologist,,,,,
21-Jun,Philadelphia,45-49yrs,surgeon,,,,,
21-Jun,Philadelphia,45-49yrs,astronaut,,,,,
21-Jun,Philadelphia,45-49yrs,pilot,,,,,
21-Jun,Philadelphia,45-49yrs,farmer,,,,,
21-Jun,Philadelphia,45-49yrs,epidemiologist,,,,,
21-Jun,Tokyo,45-49yrs,pilot,,,,,
21-Jun,Tokyo,45-49yrs,farmer,,,,,
21-Jun,Tokyo,45-49yrs,epidemiologist,,,,,
21-Jun,Washington D.C.,45-49yrs,surgeon,,,,,
21-Jun,Washington D.C.,45-49yrs,astronaut,,,,,
21-Jun,Washington D.C.,45-49yrs,pilot,,,,,
21-Jun,Washington D.C.,45-49yrs,farmer,,,,,
21-Jun,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-May,Baltimore,45-49yrs,surgeon,,,,,
21-May,Baltimore,45-49yrs,astronaut,,,,,
21-May,Baltimore,45-49yrs,pilot,,,,,
21-May,Baltimore,45-49yrs,farmer,,,,,
21-May,Baltimore,45-49yrs,epidemiologist,,,,,
21-May,Boston,45-49yrs,surgeon,,,,1,
21-May,Boston,45-49yrs,astronaut,,,,,
21-May,Boston,45-49yrs,pilot,,,,,
21-May,Boston,45-49yrs,farmer,,,,,
21-May,Boston,45-49yrs,epidemiologist,,,,,
21-May,Chicago,45-49yrs,astronaut,,,,,
21-May,Chicago,45-49yrs,pilot,,,,,
21-May,Chicago,45-49yrs,farmer,,,,,
21-May,Chicago,45-49yrs,epidemiologist,,,,,
21-May,London,45-49yrs,surgeon,,,,,
21-May,London,45-49yrs,astronaut,,,,,
21-May,London,45-49yrs,pilot,,,,,
21-May,London,45-49yrs,farmer,,,,,
21-May,London,45-49yrs,epidemiologist,,,,,
21-May,New York,45-49yrs,surgeon,,,,,
21-May,New York,45-49yrs,astronaut,,,,,
21-May,New York,45-49yrs,pilot,,,,,
21-May,New York,45-49yrs,farmer,,,,,
21-May,New York,45-49yrs,epidemiologist,,,,,
21-May,Philadelphia,45-49yrs,surgeon,,,,,
21-May,Philadelphia,45-49yrs,astronaut,,,,,
21-May,Philadelphia,45-49yrs,pilot,,,,,
21-May,Philadelphia,45-49yrs,farmer,,,,,
21-May,Philadelphia,45-49yrs,epidemiologist,,,,,
21-May,Tokyo,45-49yrs,pilot,,,,,
21-May,Tokyo,45-49yrs,farmer,,,,,
21-May,Tokyo,45-49yrs,epidemiologist,,,,,
21-May,Washington D.C.,45-49yrs,surgeon,,,,,
21-May,Washington D.C.,45-49yrs,astronaut,,,,,
21-May,Washington D.C.,45-49yrs,pilot,,,,,
21-May,Washington D.C.,45-49yrs,farmer,,,,,
21-May,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-Apr,Baltimore,45-49yrs,surgeon,,,,,
21-Apr,Baltimore,45-49yrs,astronaut,,,,,
21-Apr,Baltimore,45-49yrs,pilot,,,,,
21-Apr,Baltimore,45-49yrs,farmer,,,,,
21-Apr,Baltimore,45-49yrs,epidemiologist,,,,,
21-Apr,Boston,45-49yrs,pilot,,,,,
21-Apr,Boston,45-49yrs,farmer,,,,,
21-Apr,Boston,45-49yrs,epidemiologist,,,,,
21-Apr,Chicago,45-49yrs,surgeon,,,,,
21-Apr,Chicago,45-49yrs,pilot,,,,,
21-Apr,Chicago,45-49yrs,farmer,,,,,
21-Apr,Chicago,45-49yrs,epidemiologist,,,,,
21-Apr,London,45-49yrs,pilot,,,,,
21-Apr,London,45-49yrs,farmer,,,,,
21-Apr,London,45-49yrs,epidemiologist,,,,,
21-Apr,New York,45-49yrs,surgeon,,,,,
21-Apr,New York,45-49yrs,astronaut,,,,,
21-Apr,New York,45-49yrs,pilot,,,,,
21-Apr,New York,45-49yrs,farmer,,,,,
21-Apr,New York,45-49yrs,epidemiologist,,,,,
21-Apr,Philadelphia,45-49yrs,astronaut,,,,,
21-Apr,Philadelphia,45-49yrs,pilot,,,,,
21-Apr,Philadelphia,45-49yrs,farmer,,,1,,
21-Apr,Philadelphia,45-49yrs,epidemiologist,,,,,
21-Apr,Tokyo,45-49yrs,astronaut,,,,,
21-Apr,Tokyo,45-49yrs,pilot,,,,,
21-Apr,Tokyo,45-49yrs,farmer,,,,,
21-Apr,Tokyo,45-49yrs,epidemiologist,,,,,
21-Apr,Washington D.C.,45-49yrs,surgeon,,,,,
21-Apr,Washington D.C.,45-49yrs,astronaut,,,,,
21-Apr,Washington D.C.,45-49yrs,pilot,,,,,
21-Apr,Washington D.C.,45-49yrs,farmer,,,,,
21-Apr,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-Mar,Baltimore,45-49yrs,surgeon,,,,,
21-Mar,Baltimore,45-49yrs,astronaut,,,,,
21-Mar,Baltimore,45-49yrs,pilot,,,,,
21-Mar,Baltimore,45-49yrs,farmer,,,,,
21-Mar,Baltimore,45-49yrs,epidemiologist,,,,,
21-Mar,Boston,45-49yrs,astronaut,,,,,
21-Mar,Boston,45-49yrs,pilot,,,,,
21-Mar,Boston,45-49yrs,farmer,,,,,
21-Mar,Boston,45-49yrs,epidemiologist,,,,,
21-Mar,Chicago,45-49yrs,surgeon,,,1,,
21-Mar,Chicago,45-49yrs,astronaut,,,,,
21-Mar,Chicago,45-49yrs,pilot,,,,,
21-Mar,Chicago,45-49yrs,farmer,,,,,
21-Mar,London,45-49yrs,surgeon,,,,,
21-Mar,London,45-49yrs,astronaut,,,,,
21-Mar,London,45-49yrs,pilot,,,,,
21-Mar,London,45-49yrs,farmer,,,,,
21-Mar,London,45-49yrs,epidemiologist,,,,,
21-Mar,New York,45-49yrs,surgeon,,,,,
21-Mar,New York,45-49yrs,astronaut,,,,,
21-Mar,New York,45-49yrs,pilot,,,,,
21-Mar,New York,45-49yrs,farmer,,,,,
21-Mar,New York,45-49yrs,epidemiologist,,,,,
21-Mar,Philadelphia,45-49yrs,surgeon,,,,,
21-Mar,Philadelphia,45-49yrs,astronaut,,,,,
21-Mar,Philadelphia,45-49yrs,pilot,,,,,
21-Mar,Philadelphia,45-49yrs,farmer,,,,,
21-Mar,Philadelphia,45-49yrs,epidemiologist,,,,,
21-Mar,Tokyo,45-49yrs,pilot,,,,,
21-Mar,Tokyo,45-49yrs,farmer,,,,,
21-Mar,Tokyo,45-49yrs,epidemiologist,,,,,
21-Mar,Washington D.C.,45-49yrs,surgeon,,,,,
21-Mar,Washington D.C.,45-49yrs,astronaut,,,,,
21-Mar,Washington D.C.,45-49yrs,pilot,,,,,
21-Mar,Washington D.C.,45-49yrs,farmer,,,,,
21-Mar,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-Feb,Baltimore,45-49yrs,surgeon,,,,,
21-Feb,Baltimore,45-49yrs,pilot,,,,,
21-Feb,Baltimore,45-49yrs,farmer,,,,,
21-Feb,Baltimore,45-49yrs,epidemiologist,,,,,
21-Feb,Boston,45-49yrs,pilot,,,,,
21-Feb,Boston,45-49yrs,farmer,,,,,
21-Feb,Boston,45-49yrs,epidemiologist,,,,,
21-Feb,Chicago,45-49yrs,pilot,,,,,
21-Feb,Chicago,45-49yrs,farmer,,,,,
21-Feb,Chicago,45-49yrs,epidemiologist,,,,,
21-Feb,London,45-49yrs,surgeon,,,,,
21-Feb,London,45-49yrs,astronaut,,,,,
21-Feb,London,45-49yrs,pilot,,,,,
21-Feb,London,45-49yrs,farmer,,,,,
21-Feb,London,45-49yrs,epidemiologist,,,,,
21-Feb,New York,45-49yrs,surgeon,,,,,
21-Feb,New York,45-49yrs,pilot,,,,,
21-Feb,New York,45-49yrs,farmer,,,,,
21-Feb,New York,45-49yrs,epidemiologist,,,,,
21-Feb,Philadelphia,45-49yrs,surgeon,,,,,
21-Feb,Philadelphia,45-49yrs,pilot,,,,,
21-Feb,Philadelphia,45-49yrs,farmer,,,,,
21-Feb,Philadelphia,45-49yrs,epidemiologist,,,,,
21-Feb,Tokyo,45-49yrs,pilot,,,,,
21-Feb,Tokyo,45-49yrs,farmer,,,,,
21-Feb,Tokyo,45-49yrs,epidemiologist,,,,,
21-Feb,Washington D.C.,45-49yrs,surgeon,,,,,
21-Feb,Washington D.C.,45-49yrs,astronaut,,,,,
21-Feb,Washington D.C.,45-49yrs,pilot,,,,,
21-Feb,Washington D.C.,45-49yrs,farmer,,,,,
21-Feb,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-Jan,Baltimore,45-49yrs,surgeon,,,,,
21-Jan,Baltimore,45-49yrs,astronaut,,,,,
21-Jan,Baltimore,45-49yrs,pilot,,,,,
21-Jan,Baltimore,45-49yrs,farmer,,,,,
21-Jan,Baltimore,45-49yrs,epidemiologist,,,,,
21-Jan,Boston,45-49yrs,pilot,,,,,
21-Jan,Boston,45-49yrs,farmer,,,,,
21-Jan,Chicago,45-49yrs,surgeon,,,,,
21-Jan,Chicago,45-49yrs,astronaut,,,,,
21-Jan,Chicago,45-49yrs,pilot,,,,,
21-Jan,Chicago,45-49yrs,farmer,,,,,
21-Jan,Chicago,45-49yrs,epidemiologist,,,,,
21-Jan,London,45-49yrs,surgeon,,,,,
21-Jan,London,45-49yrs,astronaut,,,,,
21-Jan,London,45-49yrs,pilot,,,,,
21-Jan,London,45-49yrs,farmer,,,,,
21-Jan,London,45-49yrs,epidemiologist,,,,,
21-Jan,New York,45-49yrs,surgeon,,,,,
21-Jan,New York,45-49yrs,astronaut,,,,,
21-Jan,New York,45-49yrs,pilot,,,,,
21-Jan,New York,45-49yrs,farmer,,,,,
21-Jan,New York,45-49yrs,epidemiologist,,,,,
21-Jan,Philadelphia,45-49yrs,surgeon,,,,,
21-Jan,Philadelphia,45-49yrs,astronaut,,,,,
21-Jan,Philadelphia,45-49yrs,pilot,,,,,
21-Jan,Philadelphia,45-49yrs,farmer,,,,,
21-Jan,Philadelphia,45-49yrs,epidemiologist,,,,,
21-Jan,Tokyo,45-49yrs,surgeon,,,,,
21-Jan,Tokyo,45-49yrs,pilot,,,,,
21-Jan,Tokyo,45-49yrs,farmer,,,,,
21-Jan,Tokyo,45-49yrs,epidemiologist,,,,,
21-Jan,Washington D.C.,45-49yrs,surgeon,,,,,
21-Jan,Washington D.C.,45-49yrs,astronaut,,,,,
21-Jan,Washington D.C.,45-49yrs,pilot,,,,,
21-Jan,Washington D.C.,45-49yrs,farmer,,,,,
21-Jan,Washington D.C.,45-49yrs,epidemiologist,,,,,
20-Dec,Baltimore,45-49yrs,surgeon,,,,,
20-Dec,Baltimore,45-49yrs,astronaut,,,,,
20-Dec,Baltimore,45-49yrs,pilot,,,,,
20-Dec,Baltimore,45-49yrs,farmer,,,,,
20-Dec,Baltimore,45-49yrs,epidemiologist,,,,,
20-Dec,Boston,45-49yrs,astronaut,,,,,
20-Dec,Boston,45-49yrs,pilot,,,,,
20-Dec,Boston,45-49yrs,farmer,,,,,
20-Dec,Boston,45-49yrs,epidemiologist,,,,,
20-Dec,Chicago,45-49yrs,pilot,,,,,
20-Dec,Chicago,45-49yrs,farmer,,,,,
20-Dec,London,45-49yrs,surgeon,,,,,
20-Dec,London,45-49yrs,astronaut,,,,,
20-Dec,London,45-49yrs,pilot,,,,,
20-Dec,London,45-49yrs,farmer,,,,,
20-Dec,London,45-49yrs,epidemiologist,,,,,
20-Dec,New York,45-49yrs,surgeon,,,,,
20-Dec,New York,45-49yrs,astronaut,,,,,
20-Dec,New York,45-49yrs,pilot,,,,,
20-Dec,New York,45-49yrs,farmer,,,,,
20-Dec,New York,45-49yrs,epidemiologist,,,,,
20-Dec,Philadelphia,45-49yrs,surgeon,,,,,
20-Dec,Philadelphia,45-49yrs,pilot,,,,,
20-Dec,Philadelphia,45-49yrs,farmer,,,,,
20-Dec,Philadelphia,45-49yrs,epidemiologist,,,,,
20-Dec,Tokyo,45-49yrs,surgeon,,,,,
20-Dec,Tokyo,45-49yrs,pilot,,,,,
20-Dec,Tokyo,45-49yrs,farmer,,,,,
20-Dec,Tokyo,45-49yrs,epidemiologist,,,,,
20-Dec,Washington D.C.,45-49yrs,surgeon,,,,,
20-Dec,Washington D.C.,45-49yrs,astronaut,,,,,
20-Dec,Washington D.C.,45-49yrs,pilot,,,,,
20-Dec,Washington D.C.,45-49yrs,farmer,,,,,
20-Dec,Washington D.C.,45-49yrs,epidemiologist,,,,,
20-Nov,Baltimore,45-49yrs,surgeon,,,,,
20-Nov,Baltimore,45-49yrs,astronaut,,,,,
20-Nov,Baltimore,45-49yrs,pilot,,,,,
20-Nov,Baltimore,45-49yrs,farmer,,,,,
20-Nov,Baltimore,45-49yrs,epidemiologist,,,,,
20-Nov,Boston,45-49yrs,pilot,,,,,
20-Nov,Boston,45-49yrs,farmer,,,,,
20-Nov,Boston,45-49yrs,epidemiologist,,,,,
20-Nov,Chicago,45-49yrs,surgeon,,,,,
20-Nov,Chicago,45-49yrs,astronaut,,,,,
20-Nov,Chicago,45-49yrs,pilot,,,,,
20-Nov,Chicago,45-49yrs,farmer,,,,,
20-Nov,Chicago,45-49yrs,epidemiologist,,,,,
20-Nov,London,45-49yrs,surgeon,,,,,
20-Nov,London,45-49yrs,pilot,,,,,
20-Nov,London,45-49yrs,farmer,,,,,
20-Nov,London,45-49yrs,epidemiologist,,,,,
20-Nov,New York,45-49yrs,surgeon,,,,,
20-Nov,New York,45-49yrs,astronaut,,,,,
20-Nov,New York,45-49yrs,pilot,,,,,
20-Nov,New York,45-49yrs,farmer,,,,,
20-Nov,New York,45-49yrs,epidemiologist,,,,,
20-Nov,Philadelphia,45-49yrs,surgeon,,,,,
20-Nov,Philadelphia,45-49yrs,astronaut,,,1,1,
20-Nov,Philadelphia,45-49yrs,pilot,,,,,
20-Nov,Philadelphia,45-49yrs,epidemiologist,,,,,
20-Nov,Tokyo,45-49yrs,pilot,,,,,
20-Nov,Tokyo,45-49yrs,farmer,,,,,
20-Nov,Tokyo,45-49yrs,epidemiologist,,,,,
20-Nov,Washington D.C.,45-49yrs,surgeon,,,,,
20-Nov,Washington D.C.,45-49yrs,pilot,,,,,
20-Nov,Washington D.C.,45-49yrs,farmer,,,,,
20-Nov,Washington D.C.,45-49yrs,epidemiologist,,,,,
20-Oct,Baltimore,45-49yrs,surgeon,,,,,
20-Oct,Baltimore,45-49yrs,astronaut,,,,,
20-Oct,Baltimore,45-49yrs,pilot,,,,,
20-Oct,Baltimore,45-49yrs,farmer,,,,,
20-Oct,Baltimore,45-49yrs,epidemiologist,,,,,
20-Oct,Boston,45-49yrs,astronaut,,,,,
20-Oct,Boston,45-49yrs,pilot,,,,,
20-Oct,Boston,45-49yrs,farmer,,,,,
20-Oct,Boston,45-49yrs,epidemiologist,,,,,
20-Oct,Chicago,45-49yrs,pilot,,,,,
20-Oct,Chicago,45-49yrs,farmer,,,,,
20-Oct,Chicago,45-49yrs,epidemiologist,,,,,
20-Oct,London,45-49yrs,surgeon,,,,,
20-Oct,London,45-49yrs,astronaut,,,,,
20-Oct,London,45-49yrs,pilot,,,,,
20-Oct,London,45-49yrs,farmer,,,,,
